Forest,BurnType,TakedownDate,TrapType,TreeNumber,CollectionEventNumber,TrapDestroyed,VialNumber,LabelCode,PrelimID,Order,Count,Family,Genus,Specimen ID,Guild,Sex,det,Preservation,Notes
sgl176,medium,7/21/25,clear vane,79,1,no,totaled,"176, CV 79, 2025-7-21",,Araneae,0,,,,,,,,
sgl176,medium,7/21/25,clear vane,79,1,no,totaled,"176, CV 79, 2025-7-21",,Mecoptera,0,,,,,,,,
sgl176,medium,7/21/25,clear vane,79,1,no,totaled,"176, CV 79, 2025-7-21",,Diplopoda,0,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Hymenoptera,29,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Coleoptera,31,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Hemiptera,12,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Diptera,48,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Thysanoptera,10,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Acari,2,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Opiliones,0,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Collembola,0,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Lepidoptera,5,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Orthoptera,0,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Blattodea,0,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Psocodea,2,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Neuroptera,0,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Araneae,4,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Mecoptera,0,,,,,,,,
sgl176,unburned,7/21/25,clear vane,85,1,no,totaled,"176, CV 85, 2025-7-21",,Diplopoda,0,,,,,,,,
