Forest,BurnType,TakedownDate,TrapType,TreeNumber,TimePoint,TrapDestroyed,VialNumber,LabelCode,PrelimID,Order,Count,Family,LifeStage,SubfamilyOrTribe,Superfamily,Genus,Specimen ID,Guild,Sex,det,Preservation,Notes
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,1,"322, CV 7, 2025-6-10, Vial 1",bark beetles (132 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,
sgl322,medium,2025-06-10,clear vane,7,1,no,separate small vial,"322, CV 7, 2025-6-10, Vial 1","2-segmented clubbed antennae. maybe Cryptophagidae, Erotylidae, genus Cryptophilus, Mycetophagidae (genus Berginus), Zopheridae ",Coleoptera,1,Sphindidae,,,,,,,,,,"Maybe a Zopherid, Berytid, Mycetophagid (genus Berginus), Silvanid, and more"
sgl322,medium,2025-06-10,clear vane,7,1,no,separate small vial,"322, CV 7, 2025-6-10, Vial 1","2-segmented clubbed antennae. maybe Cryptophagidae, Erotylidae, genus Cryptophilus, Mycetophagidae (genus Berginus), Zopheridae ",Coleoptera,1,Sphindidae,,,,,,,,,,"Maybe a Zopherid, Berytid, Mycetophagid (genus Berginus), Silvanid, and more"
,,,,,,,,,,,,,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","long pronotum beetle, maybe Colydium lineola",Coleoptera,1,Zopheridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probably genus Pycnomerus (5 total),Coleoptera,1,Zopheridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probably genus Pycnomerus (5 total),Coleoptera,1,Zopheridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probably genus Pycnomerus (5 total),Coleoptera,1,Zopheridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probably genus Pycnomerus (5 total),Coleoptera,1,Zopheridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probably genus Pycnomerus (5 total),Coleoptera,1,Zopheridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",eucnemids (13 total),Coleoptera,1,Eucnemidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",Prometopia sexmaculata (2 total),Coleoptera,1,Nitidulidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",Prometopia sexmaculata (2 total),Coleoptera,1,Nitidulidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black and brown elaterid,Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",brown longhorn beetle,Coleoptera,1,Cerambycidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probs Glischrochilus sanguinolentus,Coleoptera,1,Nitidulidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black mordellids (5 total),Coleoptera,1,Mordellidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black mordellids (5 total),Coleoptera,1,Mordellidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black mordellids (5 total),Coleoptera,1,Mordellidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black mordellids (5 total),Coleoptera,1,Mordellidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black mordellids (5 total),Coleoptera,1,Mordellidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",tan scarabs (2 total),Coleoptera,1,Scarabaeidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",tan scarabs (2 total),Coleoptera,1,Scarabaeidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probs Clytus ruricola,Coleoptera,1,Cerambycidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","long, big mandible histerid (2 total)",Coleoptera,1,Histeridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","long, big mandible histerid (2 total)",Coleoptera,1,Histeridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",big brown elaterids (3 total),Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",big brown elaterids (3 total),Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",big brown elaterids (3 total),Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",big black elaterid,Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black elaterid (2 total),Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black elaterid (2 total),Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",probs genus Tenebroides,Coleoptera,1,Trogossitidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",orange and black elaterid,Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",green carabid (2 total),Coleoptera,1,Carabidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",green carabid (2 total),Coleoptera,1,Carabidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","black, elytra with striations, rounded, almost Scarab or Carabid-looking Tenebrionid (ID'd by 3 connate ventrites, ridge on face hiding antennae from top-down view (epistoma), 5-5-4 tarsi)",Coleoptera,1,Tenebrionidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black elaterid  ,Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","plain brown Melandryid, maybe genus Phloiotrya",Coleoptera,1,Melandryidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black cantharid with short elytra and a yellow and black collar,Coleoptera,1,Cantharidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",small black clerid with tan markings (3 total),Coleoptera,1,Cleridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",small black clerid with tan markings (3 total),Coleoptera,1,Cleridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",small black clerid with tan markings (3 total),Coleoptera,1,Cleridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","black clerid with orange-yellow and black collar, maybe Pyticeroides laticornis",Coleoptera,1,Cleridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","red clerid, probs genus Enoclerus",Coleoptera,1,Cleridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",black and yellow elaterid,Coleoptera,1,Elateridae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",dark brown tenebrionid that looks a lot like a melandryid (specifically a melandryid in the genus Anisoxya); ID'd as tenebrionid because of the toothed tarsal claws and because the first hind tarsomere was noticeably shorter than the hind tibia,Coleoptera,1,Tenebrionidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1","small, reddish brown staphylinids (17 total)",Coleoptera,1,Staphylinidae,,,,,,,,,,
