Forest,BurnType,TakedownDate,TrapType,TreeNumber,TimePoint,TrapDestroyed,VialNumber,LabelCode,PrelimID,Order,Count,Family,Genus,Specimen ID,Guild,Sex,det,Preservation,Notes
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Misc",thrips,Thysanoptera,1091,,,,,,,,SO MANY THRIPS. Took me at least 2 hours to count them all.
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Cheesecloth-Thrips",thrips,Thysanoptera,2537,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Cheesecloth-Misc","flies, some larvae",Diptera,50,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Cheesecloth-Misc",tiny wasps,Hymenoptera,14,13,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Cheesecloth-Misc",beetles,Coleoptera,3,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Cheesecloth-Misc",springtails,Collembola,22,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Cheesecloth-Misc",mites,Acari,7,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Cheesecloth-Misc","2 aphids, 1 hopper",Hemiptera,3,,,,,,,,
,,,,,,,,,,,,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Hemiptera","mostly hoppers, an aphid",Hemiptera,7,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Misc",spiders,Araneae,5,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Lepidoptera","small, brown moths",Lepidoptera,3,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Misc",bark louse,Psocodea,1,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Misc",springtails,Collembola,4,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Misc",mites,Acari,63,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Coleoptera",beetles,Coleoptera,40,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Hymenoptera","bees, some ants and wasps",Hymenoptera,26,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Diptera","flies, some maggots",Diptera,262,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,1,"besf, CV 25, 2025-7-3, Misc",thrips,Thysanoptera,20,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Thysanoptera",thrips,Thysanoptera,271,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Diptera","flies, maggots",Diptera,23,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Coleoptera",beetles,Coleoptera,3,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Hymenoptera",wasps,Hymenoptera,5,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Hemiptera","hoppers, winged aphid",Hemiptera,4,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Misc",,Collembola,46,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Misc",Araneae? Possibly Acari,Araneae,1,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Misc",Oribatids,Acari,171,,,,,,,,
besf,medium,2025-07-03,clear vane,25,1,no,2,"besf, CV 25, 2025-7-3, Cheesecloth, Misc",,Acari,137,,,,,,,,
,,,,,,,,,,,,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Hemiptera","aphids, hoppers, true bugs",Hemiptera,10,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Hymenoptera",ants and wasps,Hymenoptera,4,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Coleoptera",beetles,Coleoptera,23,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Diptera","flies, 1 maggot",Diptera,130,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Misc",thrips,Thysanoptera,14,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Misc","1 lacewing larva, 1 brown lacewing",Neuroptera,2,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Misc","1 blue, some moths",Lepidoptera,3,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Misc",springtails,Collembola,4,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,1,"besf, CV 31, 2025-7-3, Misc",mites,Acari,2,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Hemiptera",hoppers,Hemiptera,3,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Misc",spider,Araneae,1,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Misc",mites,Acari,2,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Misc",springtail,Collembola,1,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Coleoptera",beetles,Coleoptera,5,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Hymenoptera",wasps,Hymenoptera,3,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Diptera",flies ,Diptera,70,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,3,"besf, CV 31, 2025-7-3, Misc",thrips,Thysanoptera,13,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth, Thysanoptera",thrips,Thysanoptera,209,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth, Diptera",flies ,Diptera,44,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth, Collembola",springtail,Collembola,77,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth, Acari",mites,Acari,28,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth, Hemiptera",aphids,Hemiptera,11,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth,Coleoptera",beetles ,Coleoptera,3,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth, Hymenoptera",wasps,Hymenoptera,4,,,,,,,,
besf,unburned,2025-07-03,clear vane,31,1,no,2,"besf, CV 31, 2025-7-3, Cheesecloth, Araneae",spider,Araneae,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Hemiptera","true bugs, hoppers, aphids",Hemiptera,11,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Misc","moths, a skipper",Lepidoptera,10,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Misc",scorpionfly,Mecoptera,1,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Misc",bark louse,Psocodea,1,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Misc",springtail,Collembola,2,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Misc",mites,Acari,41,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Coleoptera",beetles,Coleoptera,91,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Coleoptera",mites on beetles,Acari,1,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Hymenoptera","bees, wasps, ants, some small wasps",Hymenoptera,25,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Diptera",flies,Diptera,111,,,,,,,,1 fly (Drosophilid?) has a pair of pink tubes that might be an organ or might be a parasite. Neat!
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Misc",thrips,Thysanoptera,154,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Thrips",thrips,Thysanoptera,977,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc","beetles, 1 larva",Coleoptera,7,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc",tiny wasps,Hymenoptera,4,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc","flies, 1 or 2 mangled",Diptera,39,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc",mites,Acari,24,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc","aphid, Anthocorid, crawler",Hemiptera,3,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc",springtails,Collembola,7,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc",spider,Araneae,1,,,,,,,,
msf,recent,2025-07-09,clear vane,37,1,no,1,"msf, CV 37, 2025-07-09, Cheesecloth-Misc",wingless bark louse,Psocodea,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Hemiptera","true bugs, aphids, hoppers",Hemiptera,6,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Misc","katydid, bush cricket nymph",Orthoptera,2,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Misc",spider,Araneae,1,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Misc","1 caterpillar, 1 moth, 1 skipper",Lepidoptera,3,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Misc","1 bark louse, but no tent-like wings",Psocodea,1,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Misc",springtail,Collembola,1,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Misc",mites,Acari,8,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Coleoptera",adults and 1 larval beetles,Coleoptera,81,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Hymenoptera","bees, ants, some wasps",Hymenoptera,13,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Diptera",flies,Diptera,71,,,,,,,,
msf,medium,2025-07-09,clear vane,43,1,no,1,"msf, CV 43, 2025-07-09, Misc",thrips,Thysanoptera,190,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Hemiptera","aphid, hopper, true bug",Hemiptera,4,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc",scorpionfly,Mecoptera,1,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc","3 moths, 1 caterpillar",Lepidoptera,4,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc",spiders,Araneae,2,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc",bark lice,Psocodea,9,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc",larval neuropteran,Neuroptera,1,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc",springtails,Collembola,5,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc",mites,Acari,12,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Coleoptera","beetles, 1 larva",Coleoptera,78,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Hymenoptera",mostly Halictids,Hymenoptera,15,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Diptera","flies, including an eye-head Acrocerid",Diptera,86,,,,,,,,
msf,unburned,2025-07-09,clear vane,49,1,no,1,"msf, CV 49, 2025-07-09, Misc",,Thysanoptera,81,,,,,,,,
,,,,,,,,"notes: 1 Cicadellid in the Misc, 2 Heteropterans in the Coleoptera, 1 fly in the Misc",,,,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Hemiptera",aphids,Hemiptera,6,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Misc",spiders,Araneae,5,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Misc",tree cricket nymph,Orthoptera,1,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Misc",springtails,Collembola,7,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Misc",mites,Acari,3,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Coleoptera",beetles,Coleoptera,104,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Hymenoptera",Halictids and ants mostly,Hymenoptera,35,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Diptera",flies,Diptera,99,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Misc",thrips,Thysanoptera,991,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Cheesecloth-Misc",springtails,Collembola,42,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Cheesecloth-Misc",mites,Acari,14,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Cheesecloth-Misc",beetles,Coleoptera,8,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Cheesecloth-Misc",Halictids and ants mostly,Hymenoptera,4,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Cheesecloth-Misc",flies,Diptera,50,,,,,,,,
sgl100,recent,2025-06-27,clear vane,55,1,no,1,"100, CV 55, 2025-6-27, Cheesecloth-Misc",thrips,Thysanoptera,4683,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl100,medium,2025-06-27,clear vane,61,1,yes,1,"100, CV 61, 2025-6-27, All",flies,Diptera,10,,,,,,,,
sgl100,medium,2025-06-27,clear vane,61,1,yes,1,"100, CV 61, 2025-6-27, All",beetle,Coleoptera,1,,,,,,,,
sgl100,medium,2025-06-27,clear vane,61,1,yes,1,"100, CV 61, 2025-6-27, All",thrips,Thysanoptera,5,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Hemiptera","hoppers, aphid, true bugs",Hemiptera,6,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc","katydids, tree cricket nymphs",Orthoptera,7,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc","skipper, moths, caterpillar",Lepidoptera,3,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc",spiders,Araneae,6,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc",millipede in pieces,Diplopoda,2,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc",springtail,Collembola,5,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc",mites,Acari,13,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc",barklice,Psocodea,1,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Hymenoptera","Halictids, ants, some wasps",Hymenoptera,28,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Coleoptera",beetles,Coleoptera,51,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Diptera",flies,Diptera,98,,,,,,,,
sgl100,unburned,2025-06-27,clear vane,67,1,no,1,"100, CV 67, 2025-6-27, Misc",thrips,Thysanoptera,41,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Hemiptera","hoppers, some true bugs and aphids",Hemiptera,17,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Misc",moths,Lepidoptera,7,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Misc",dustless dustywing (Coneopterygidae),Neuroptera,1,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Misc",barklice,Psocodea,5,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Misc",mites,Acari,2,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Misc",spider,Araneae,1,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Coleoptera",beetles,Coleoptera,90,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Hymenoptera",bees and wasps,Hymenoptera,16,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Diptera",flies,Diptera,72,,,,,,,,
sgl176,recent,2025-07-21,clear vane,73,1,no,1,"176, CV 73, 2025-7-21, Misc",thrips,Thysanoptera,14,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Hemiptera","hoppers, aphids, true bugs",Hemiptera,17,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Misc",opiliones,Opiliones,2,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Misc","moths, some caterpillars",Lepidoptera,13,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Misc",tree crickets,Orthoptera,3,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Misc",springtails,Collembola,5,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Misc",barklice,Psocodea,1,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Misc",mites,Acari,4,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Coleoptera",beetles,Coleoptera,61,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Hymenoptera","ants, wasps, some bees",Hymenoptera,27,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Diptera","flies, 1 larva",Diptera,71,,,,,,,,
sgl176,medium,2025-07-21,clear vane,79,1,no,1,"176, CV 79, 2025-7-21, Misc",thrips,Thysanoptera,42,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Hemiptera","true bugs, some hoppers",Hemiptera,12,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Misc",unknown larva,Unknown,1,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Misc",moths,Lepidoptera,5,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Misc",barklice,Psocodea,2,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Misc",mites,Acari,2,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Misc",spiders,Araneae,4,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Coleoptera",beetles,Coleoptera,31,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Hymenoptera",mostly wasps and ants,Hymenoptera,29,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Diptera",flies,Diptera,48,,,,,,,,
sgl176,unburned,2025-07-21,clear vane,85,1,no,1,"176, CV 85, 2025-7-21, Misc",thrips,Thysanoptera,10,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Coleoptera",beetles,Coleoptera,80,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Hemiptera","aphid, true bug, and many neonate cicada cuteys",Hemiptera,17,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Misc",moths,Lepidoptera,3,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Misc","1 adult, 1 juvenile bark louse",Psocodea,2,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Misc",mites,Acari,8,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Misc",spiders,Araneae,4,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Hymenoptera","ants, wasps, halictids, a bee",Hymenoptera,28,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Diptera",flies,Diptera,42,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Misc",thrips,Thysanoptera,459,,,,,,,,
sgl322,recent,2025-07-30,clear vane,4,2,no,1,"322, CV4, 2025-7-30, Misc","Mayfly? Mangled and hard to tell, but Andy and Laura agree that mayfly is a good guess",Ephemeroptera,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Hemiptera","mostly cicadas, some aphids and true bugs and a hopper",Hemiptera,14,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Coleoptera",beetles,Coleoptera,76,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Misc",scorpionfly,Mecoptera,1,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Misc",moths and 1 swallowtail,Lepidoptera,4,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Misc",bark louse,Psocodea,1,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Misc",spiders,Araneae,4,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Misc",springtails,Collembola,4,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Misc","mites, many mites because of large numbers of carrion beetles",Acari,109,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Hymenoptera",,Hymenoptera,82,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Diptera",flies,Diptera,26,,,,,,,,
sgl322,medium,2025-07-30,clear vane,7,2,no,1,"322, CV7, 2025-7-30, Thysanoptera",thrips,Thysanoptera,did not count,,,,,,,,
,,,,,,,,,,,,,,,,,,,
sgl322,unburned,2025-07-30,clear vane,16,2,no,1,"322, CV16, 2025-7-30, Coleoptera",beetles,Coleoptera,59,,,,,,,,
sgl322,unburned,2025-07-30,clear vane,16,2,no,1,"322, CV16, 2025-7-30, Hymenoptera","wasps, bees",Hymenoptera,14,,,,,,,,
sgl322,unburned,2025-07-30,clear vane,16,2,no,1,"322, CV16, 2025-7-30, Diptera",flies,Diptera,39,,,,,,,,
sgl322,unburned,2025-07-30,clear vane,16,2,no,1,"322, CV16, 2025-7-30, Hemiptera","cicadelidae, other",Hemiptera,4,,,,,,,,
sgl322,unburned,2025-07-30,clear vane,16,2,no,1,"322, CV16, 2025-7-30, Misc",thrips,Thysanoptera,5,,,,,,,,
sgl322,unburned,2025-07-30,clear vane,16,2,no,1,"322, CV16, 2025-7-30, Misc",springtails,Collembola,3,,,,,,,,
