Forest,BurnType,TakedownDate,TrapType,TreeNumber,TimePoint,TrapDestroyed,VialNumber,LabelCode,PrelimID,Order,Count,Family,LifeStage,SubfamilyOrTribe,Superfamily,Genus,Specimen ID,Guild,Sex,det,Preservation,Notes,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
sgl322,unburned,2025-06-10,clear vane,13,1,no,1,"322, CV 13, 2025-6-10, Vial 1",bark beetles (104 total),Coleoptera,1,Curculionidae,,Scolytinae,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown elaterid (8 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown cerambycid (6 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown cerambycid (6 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown cerambycid (6 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown cerambycid (6 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown cerambycid (6 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",large brown cerambycid (6 total),Coleoptera,1,Cerambycidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",various medium elaterids (6 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",various medium elaterids (6 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",various medium elaterids (6 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",various medium elaterids (6 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",various medium elaterids (6 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",various medium elaterids (6 total),Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","green-blue buprestids, probs genus Agrilus (9 total)",Coleoptera,1,Buprestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan tenebrionids (5-5-4, obvious toothed tarsal claws, hidden antennal insertions) (13 total)",Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",dark brown tenebrionid (5 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",dark brown tenebrionid (5 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",dark brown tenebrionid (5 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",dark brown tenebrionid (5 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",dark brown tenebrionid (5 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","black and orange ceryambycid, maybe Strangalepta abbreviata",Coleoptera,1,Cerambycidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan cryptophagids, maybe Antherophagus ochraceus (3 total)",Coleoptera,1,Cryptophagidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan cryptophagids, maybe Antherophagus ochraceus (3 total)",Coleoptera,1,Cryptophagidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","tan cryptophagids, maybe Antherophagus ochraceus (3 total)",Coleoptera,1,Cryptophagidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black eucnemid,Coleoptera,1,Eucnemidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black eucnemid,Coleoptera,1,Eucnemidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black curculionid,Coleoptera,1,Curculionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",brown elaterid,Coleoptera,1,Elateridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","mostly black lampyrid, no visible light organ on ventrites, maybe Lucidota atra. Pronotum covering head, but no rows of veins like you'd find on a lycid",Coleoptera,1,Lampyridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",lampyrid,Coleoptera,1,Lampyridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","Synchroa punctata, looks a lot like a melandryid, but has finely notched tibial spurs, clearly separated procoxae, and antennal insertions hidden from above (although other melandryids appear to also have mostly hidden antennal insertions)",Coleoptera,1,Synchroidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",tan tenebrionids (2 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",tan tenebrionids (2 total),Coleoptera,1,Tenebrionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",tan scirtid,Coleoptera,1,Scirtidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","black and yellow scirtid, looks a bit like a Coccinellid except 5-5-5 tarsi (with bilobed 4th tarsomere) and the bulging eyes. probably Sacodes thoracica",Coleoptera,1,Scirtidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",mordellids (9 total),Coleoptera,1,Mordellidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",ptiliid,Coleoptera,1,Ptiliidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",corylophid,Coleoptera,1,Corylophidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","red silvanids, maybe genus Cathartosilvanus (2 total)",Coleoptera,1,Silvanidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","red silvanids, maybe genus Cathartosilvanus (2 total)",Coleoptera,1,Silvanidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",staphylinids (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",staphylinids (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",staphylinids (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",staphylinids (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",staphylinids (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",staphylinids (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",staphylinids (7 total),Coleoptera,1,Staphylinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",orange and black clerid,Coleoptera,1,Cleridae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black eucnemids (4 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black eucnemids (4 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black eucnemids (4 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black eucnemids (4 total),Coleoptera,1,Eucnemidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",tan latridiid (3 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",tan latridiid (3 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",tan latridiid (3 total),Coleoptera,1,Latridiidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","cigar-shaped scarab with head tucked deeply into pronotum, maybe genus Ataenius",Coleoptera,1,Scarabaeidae,,,,,,,,,,"Maybe genus Ataenius, Pleurophorus, or Dialytes",
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black weevil,Coleoptera,1,Curculionidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black bostrichid (2 total),Coleoptera,1,Bostrichidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",black bostrichid (2 total),Coleoptera,1,Bostrichidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",laemophloeid (2 total),Coleoptera,1,Laemophloeidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",laemophloeid (2 total),Coleoptera,1,Laemophloeidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",throscid (2 total),Coleoptera,1,Throscidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",throscid (2 total),Coleoptera,1,Throscidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",ptinid,Coleoptera,1,Ptinidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1",dermestid,Coleoptera,1,Dermestidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","plain, dark brown nitidulids",Coleoptera,1,Nitidulidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","plain, dark brown nitidulids",Coleoptera,1,Nitidulidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","plain, dark brown nitidulids",Coleoptera,1,Nitidulidae,,,,,,,,,,,
besf,recent,2025-07-03,clear vane,19,1,no,1,"besf, CV 19, 2025-7-3, Vial 1","plain, dark brown nitidulids",Coleoptera,1,Nitidulidae,,,,,,,,,,,
